,text,_input_hash,_task_hash,options,_session_id,_view_id,accept,answer,meta,len,RnD,BM,Practice,Ops,MnA,Product,Enabler,CX
530,"As takeaways, there is thegood performance of the group in 2017 with the net result of EUR 7.8 billion, the sustained developmentof business activity in a more buoyant economic context in Europe, and our 2020 plan has got off to apromising start with business lines strengthening their commercial positions, the ongoing rollout of newcustomer experience thanks to the accelerated pace of digital transformation and the group's commitmentfor a positive impact of society and this allowing us to beat our ROE target.",1152084164,-1743229298,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['CX', 'Enabler']",accept,"{'meta': 'BNP Paribas SA, 2017 Earnings Call, Feb 06, 2018'}",2,0,0,0,0,0,0,1,1
531,"only nowit's only 10 months ago that we agreed it. So I'm very happy with the team and the collaboration with AXAin Paris where that's basically where we have the JV, that they're already producing products in order tobe distributed digitally as we speak only 10 months into this JV. Because as I said, these are not productsoff the shelf.",-1149027070,-291906040,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['CX'],accept,"{'meta': 'ING Groep N.V., Q2 2019 Earnings Call, Aug 01, 2019'}",1,0,0,0,0,0,0,0,1
532,"The way to offset it is what we just presented, quite frankly,is the cost plan, is also the transformation, both in terms of additional CapEx that will bring us additionalearnings and some of the disposals. Isabelle KocherCEO & DirectorMaybe to complete on this slide, we, as you have seen, we intend to be more balance in the futurebetween centralized and decentralized activities with these integrated solutions for customers. It has 2consequences on our business model.",-1669202230,-1722253004,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'ENGIE SA, 2015 Earnings Call, Feb 25, 2016'}",0,0,0,0,0,0,0,0,0
533,"We expect our SG&A ratio in 2018 to be 15.5% at the midpoint, an increase of 130- basis points from the14.2% in 2017, which also largely reflects the impact of the return of the health insurer fee. We anticipate using a portion of the corporate tax reform benefits for incremental investment spending, asI referenced earlier, in the areas of technology modernization efforts, consumer-facing digital technologiesand product development capabilities. Finally, we will continue to incur some costs in our individual ACA-compliant markets, which allows us tobe positioned to reenter certain markets in 2019, if appropriate.",991913488,1245411675,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['CX', 'Product']",accept,"{'meta': 'Anthem, Inc., Q4 2017 Earnings Call, Jan 31, 2018'}",2,0,0,0,0,0,1,0,1
534,"It will also have a stronger go-to-market capability with nearly 4,000 sales people worldwide and deepR&D resources to deliver best-in-class solutions to customers and partners. Micro Focus's approach tomanaging both growing and mature software assets will ensure higher levels of investment in growthareas like big data analytics and security, while maintaining a stable platform for mission-critical softwareproducts that customers rely on. For employees, Micro Focus's approach will mean each product line will have a clear and important role inthe overall company performance, and employees will have a high level of clarity on the strategy for theirorganization.",-554062132,-660558686,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Product', 'CX', 'Enabler']",accept,"{'meta': 'Hewlett Packard Enterprise Company, Q3 2016 Earnings Call, Sep 07, 2016'}",3,0,0,0,0,0,1,1,1
535,"Energy Marketing & Trading delivered lower gross margin and reported a reduced operating profit. Although as you can see from the chart, our core Energy Marketing & Trading activities, route-to-marketservices, trading and optimization and LNG delivered good growth, as we were able to capitalize oncommodity price volatility in the first quarter. Gross margin from these activities was up 30% year-on-year.",1253306697,1613848480,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Centrica plc, H1 2018 Earnings Call, Jul 31, 2018'}",0,0,0,0,0,0,0,0,0
536,"OperatorAnd our next question comes from Dean Wilkinson of CIBC.Dean Mark WilkinsonCIBC Capital Markets, Research DivisionBruce, in your comment on the -- on market environment, sort of looking out, you made the observationwhich we generally agree with that we're likely to see a recession at some point in next few years, andcertainly, that's what the bond yields are indicating to us. So against that and given $34 billion of liquidityand what could be another banner year of fundraising, are you happy to sort of take the foot off theaccelerator a bit on acquisitions and let the pucks come to you? Or how are you thinking about that in thecontext of what could be a slowing environment?",-143296236,2118702573,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Brookfield Asset Management Inc., 2018 Earnings Call, Feb 14, 2019'}",0,0,0,0,0,0,0,0,0
537,"In the fourth quarter, we recorded substantial step-up in our digitalinvestments as I mentioned earlier and we're actually closed now to the initial indication of EUR 210million and we work more to spend extra in this year in order to do the transformation. Like in the pastquarters, we had additional expenses to support business growth in the wholesale bank and the Retailand Challengers & Growth Markets.",-830991251,105058131,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Enabler'],accept,"{'meta': 'ING Groep N.V., Q4 2017 Earnings Call, Jan 31, 2018'}",1,0,0,0,0,0,0,1,0
538,"So with that, Kate, we're ready to open the line for Q&A.CATERPILLAR INC. FQ4 2016 EARNINGS CALL |   JAN 26, 2017",638080833,-826375549,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Caterpillar Inc., Q4 2016 Earnings Call, Jan 26, 2017'}",0,0,0,0,0,0,0,0,0
539,"On the other hand, in this world of 5G, with its characteristic of multipleconnections, large capacity, low latency, people say that these are 3 major features. Utilizing thesecharacteristics in the world of IoT, customers are connected with all sorts of things via Internet. Thisis",1980849544,2034984575,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'KDDI Corporation, 2018 Earnings Call, May 10, 2018'}",1,0,0,0,0,0,1,0,0
540,And Maloexplained you before that we are between fixed and mobile around 20% below last year. So this isapproximately EUR 200 million saving.,438903810,742554767,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'Altice Europe N.V., Q2 2019 Earnings Call, Jul 31, 2019'}",1,0,0,0,0,0,1,0,0
541,"And just on the movement, when I talked about Solvency II, there are going to be 4 big themes thisyear. One is the EU theme, which is going to result in hundreds of millions of difference; the modelingchanges, hundreds of millions of difference; the back book optimization and hundreds of millions ofdifference. So there's a quite a lot of modeling stuff, which I think is preferential for us going forwardfor Solvency II.",819867999,1001429261,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Legal  General Group Plc, 2015 Earnings Call, Mar 15, 2016'}",0,0,0,0,0,0,0,0,0
542,"You have mentioned several times in past years,collaboration revenue is a key reason for your business model. Could you quantify what is the current levelof your collaboration revenues between GBM and the other 2 big units?Iain James MackayFormer Group Finance Director & Executive DirectorSure. The -- to be clear, TLAC is not common equity Tier 1 measure.",-501200615,-1075484547,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'HSBC Holdings plc, 2014 Earnings Call, Feb 23, 2015'}",0,0,0,0,0,0,0,0,0
543,"We've never had -- the Oracle Autonomous Database has thebiggest technology lead we've ever had in the database world from a technology standpoint. The problemis, we have to deliver that Autonomous Database on first-class cloud infrastructure to be successful inthe cloud business. We need more than just a great database.",-702348847,970670127,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'Oracle Corporation, Q2 2019 Earnings Call, Dec 17, 2018'}",1,0,0,0,0,0,1,0,0
544,"And that's part of and should be part conceptually of any consideration. And asalways, without giving any preference for that, a mobile-to-mobile merger is not only conceptually, butalso by doing it the easiest way of creating synergies in the combination. It's more difficult to create abusiness case by a cable or fixed-line mobile combination.",830967851,1746706788,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'Deutsche Telekom AG, Q2 2017 Earnings Call, Aug 03, 2017'}",1,0,0,0,0,0,1,0,0
545,"Another example is our strong and long-lasting relationship with Ford in China,where we are able to help improve the flexibility and efficiency of Ford's local production with a fullyautomated robotics solution that has low record change-over times in industry. The transformation of ABB to a more market- and customer-oriented company is reflected in our steadilyincreasing Net Promoter Score, which rose last year to 48%, top quartile in the industry. Now let me move to our second focus area, relentless execution, on Chart 19.",-609508005,-2034770276,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['CX', 'Product', 'Practice']",accept,"{'meta': 'ABB Ltd., Q4 2015 Earnings Call, Feb 03, 2016'}",3,0,0,1,0,0,1,0,1
546,"other thing I'd mention to you is that, that 10% to 15% is a net number. That includes optimization,moving 2 branches to a better location, entering new markets like we've announced in Charlotte, so forth. So that's a net number across all categories.",-1087703291,-562390751,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'U.S. Bancorp, Q2 2019 Earnings Call, Jul 17, 2019'}",0,0,0,0,0,0,0,0,0
547,"We saw lower revenues coming through Middle East North Africa and that was primarily drivenby repositioning and the exit of customers as we continue to just ensure we've got absolutely there acomposition of the portfolio from a financial crime-risk management perspective. So as we sort of workthrough and complete our work on back book validation from an AML standpoint, that's part of whatcontributed some of the pressure in Global Trade and Receivables Financing in Middle East and NorthAfrica. But I think, broadly, the GTRF team is encouraged by the fact that we're beginning to see volumesimprove.",1866683793,-210901402,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'HSBC Holdings plc, H1 2017 Earnings Call, Jul 31, 2017'}",0,0,0,0,0,0,0,0,0
548,"Cocoon offers a powerful combination of lower weight andproven higher performance that eliminates the need to sacrifice quality for cost. World Courier's ERP andlogistics platform implementation is also going well, and will help ensure they remain the market leader formany years to come. Turning now to MWI.",1962026253,-1956770680,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Ops'],accept,"{'meta': 'AmerisourceBergen Corporation, Q3 2016 Earnings Call, Aug 02, 2016'}",1,0,0,0,1,0,0,0,0
549,"Bouygues Telecom enterprise is today the third B2B telecom operator inFrance, thanks to continued investments in proprietary mobile and fixed infrastructure and high-qualitycustomer service. It offers a full range of mobile, fixed, Internet and network innovative solutions as well as related services,such as digital, cloud and security. Its mobile market share is over 20% in France, with a presence in 35%of large companies and 10% of SME.In fixed, the market share is lower at around 3%, but growing steadily.",396840519,-1729633276,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['CX', 'Product', 'Practice']",accept,"{'meta': 'Bouygues SA, Q3 2018 Earnings Call, Nov 15, 2018'}",3,0,0,1,0,0,1,0,1
550,"That is the one -- that's the first step. And thesecond step is, can you with that improve the total value chain and the cost of the value chain even usingblockchain? And those are the things that we're looking at.",-990017910,-1444469798,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'ING Groep N.V., Q2 2018 Earnings Call, Aug 02, 2018'}",0,0,0,0,0,0,0,0,0
551,Can youplease make sure that you have all mobile devices switched to silent? There are no fire alarms planned fortoday.,-699525003,1577675522,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'BT Group plc, Q2 2016 Earnings Call, Oct 29, 2015'}",0,0,0,0,0,0,0,0,0
552,"OperatorOur next question comes from Ebrahim Poonawala from BoA ML.Ebrahim Huseini PoonawalaBofA Merrill Lynch, Research DivisionTHE BANK OF NOVA SCOTIA FQ4 2017 EARNINGS CALL |  ",1102179087,-1359816969,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'The Bank of Nova Scotia, Q4 2017 Earnings Call, Nov 28, 2017'}",0,0,0,0,0,0,0,0,0
553,"We're also intrigued, I mean as some of you may be aware, there has beena successful mobile game in some parts of the world called Pokémon Go that utilizes location-basedservices technology and we've been intrigued for some time by the opportunities around injecting LBS intosmartphone games and whether the China audience is as receptive as that other audiences have beenremains to be seen. In terms of collaboration with Supercell... Chi Ping LauPresident & Executive DirectorYes,",969817653,764297454,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'Tencent Holdings Limited, Q2 2016 Earnings Call, Aug 17, 2016'}",1,0,0,0,0,0,1,0,0
554,"I would be celebrating with champagne everywhere outthere that the cloud is soaring and wouldn't you be disappointed if the cloud was flat and the core wasrock-solid, you'd probably would be worried about the future, right? This is the perfect scenario.",-903324198,1554798166,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'SAP SE, Q3 2018 Earnings Call, Oct 18, 2018'}",0,0,0,0,0,0,0,0,0
555,"And I think, ultimately, this willreflect itself in better profitability as we take costs -- unnecessary costs out of the system, and we retaincustomers for a longer period as a result. Brett Joseph FeldmanGoldman Sachs Group Inc., Research DivisionAnd is this one of the key line items that supports your outlook for less upward pressure onnonprogramming expenses this year?Brian L. RobertsChairman, CEO & PresidentYes, it is. Jason S. ArmstrongSenior Vice President of Investor RelationsGreat.",651824815,-1263328088,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Comcast Corporation, Q4 2016 Earnings Call, Jan 26, 2017'}",0,0,0,0,0,0,0,0,0
556,"We provide the high reliability and performance needed by Symphony's customers in the financial servicesindustry. Our data and analytics product BigQuery helps mobile gaming company, Kabam, store andunderstand player actions within their games, from monetization and fraud to production bugs and levelcompletion statistics.",-233028516,-1901929800,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Product', 'BM']",accept,"{'meta': 'Alphabet Inc., Q2 2016 Earnings Call, Jul 28, 2016'}",2,0,1,0,0,0,1,0,0
557,"Isthere better conversion in your mobile than PC? And hypothetically, if it was up to you, in 3 years, wouldyou have users come into the marketplaces over a mobile platform or over a PC?Yong ZhangCEO & DirectorOkay, for the first question , actually we -- last year, we view the Taobao mobile app as a top priority, soinput a lot of resources in the company to -- in the development of our Taobao mobile app and promoteour -- in the promotion of our Taobao mobile app.",1718529363,2096141464,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['CX'],accept,"{'meta': 'Alibaba Group Holding Limited, Q4 2015 Earnings Call, May 07, 2015'}",1,0,0,0,0,0,0,0,1
558,"And are you satisfied with that time line, given what we're seeing here?Alex GorskyChairman & CEOYes, Larry, as you know, several years ago , we entered into the agreement with Google and Verb andVerily in really creating our significant approach in robotics. What I would say is that we're excited aboutthat opportunity.",-1769535773,2055294958,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['Product', 'Enabler']",accept,"{'meta': 'Johnson  Johnson, Q4 2017 Earnings Call, Jan 23, 2018'}",2,0,0,0,0,0,1,1,0
559,"In the past fiscal year, the Volkswagen Commercial Vehicles brand started production of a sixth generationof the T-series. It features numerous technical innovations. In addition, this series consisting of theMultivan and the Transporter models celebrated its 65th anniversary in 2015.However, the increased unit sales and more favorable exchange rates could not offset the higher costs forrenewing the product range.",-2137530309,-1767305011,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Practice'],accept,"{'meta': 'Volkswagen AG, 2015 Earnings Call, Apr 28, 2016'}",1,0,0,1,0,0,0,0,0
560,"So wewere, this quarter, in a major rollout with an insurance company that required some very specific skills,RPG. And RPG is not a programming language where a lot of people are learning it today, so there's afinite supply. And we had difficulty recruiting and getting those people on-boarded in time to be ableto bill all the work that was under contract in the quarter.",-2105579039,-1195738871,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Computer Sciences Corporation, Q3 2015 Earnings Call, Feb 09, 2015'}",0,0,0,0,0,0,0,0,0
561,Fusion ERP was up 40% in revenue organically. NetSuiteERP had a spectacular quarter. Revenue is -- I think we've mentioned through previous calls themomentum,1571736025,479376759,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,['Product'],accept,"{'meta': 'Oracle Corporation, Q1 2019 Earnings Call, Sep 17, 2018'}",1,0,0,0,0,0,1,0,0
562,"Because the customer experiences the same thing with more convenience and maybe even betterpricing with mobile versus fixed. The good thing for us is that the quality of income when mobile services[ coming in a ] fixed line alternative, the quality of income is going up, more stable. So that is a plus forus.",-2113288857,-597874049,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,"['CX', 'Product']",accept,"{'meta': 'CK Hutchison Holdings Limited, H1 2019 Earnings Call, Aug 01, 2019'}",2,0,0,0,0,0,1,0,1
563,that time you mentioned that it's hard -- it's very hard for you to quantify artificial intelligencein the numbers.,824414343,1183795566,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Taiwan Semiconductor Manufacturing Company Limited, Q1 2017 Earnings Call, Apr 13, 2017'}",0,0,0,0,0,0,0,0,0
564,"And what about therisky one, when we see that sometime, Netflix is able to crash multi, several hundred million dollar on fairbet, and really a quick one on the new mobile tariff grid, so you have slight increase of pricing in August,giving more gigabyte bundle. So do you do already see some phenomenon of optimization from someclients, are trained to pay less for more bundle, or is it a negligible phenomenon? And all in all, you saythe famous, pay more for more?Stéphane RichardChairman & CEOAll",-663937983,-1676204165,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Orange, 2016 Earnings Call, Feb 23, 2017'}",0,0,0,0,0,0,0,0,0
565,"And again, scale part of our business, operation,which is growing double digits, right? And that's because it helps our clients reduce costs to increase theirinvestment capacity, but it also enables our clients to do the transformation because we have invested inoperations to use machine learning and other forms of emerging technologies, and so they are accessingthose technologies through our platform and operations. But then, at the same time, right, you haveagain X.0, where we're seeing the early stages of digitizing manufacturing, creating the connected plant,which will be the next play that we are scaling, right?",-1087402678,651720295,"[{'id': 'BM', 'text': 'BM'}, {'id': 'CX', 'text': 'CX'}, {'id': 'Ops', 'text': 'Ops'}, {'id': 'Product', 'text': 'Product'}, {'id': 'MnA', 'text': 'MnA'}, {'id': 'RnD', 'text': 'RnD'}, {'id': 'Enabler', 'text': 'Enabler'}, {'id': 'Practice', 'text': 'Practice'}]",,choice,[],reject,"{'meta': 'Accenture plc, Q4 2019 Earnings Call, Sep 26, 2019'}",0,0,0,0,0,0,0,0,0
